25	1
29	1
47	1
50	1
51	1
77	1
83	1
109	1
114	1
119	1
137	1
148	1
160	1
165	1
171	1
186	1
212	1
224	1
251	1
257	1
269	1
281	1
284	1
290	1
292	1
295	1
314	1
327	1
346	1
359	1
370	1
383	1
385	1
387	1
393	1
397	1
399	1
403	1
406	1
411	1
437	1
440	1
443	1
447	1
449	1
457	1
464	1
479	1
486	1
500	1
501	1
517	1
534	1
565	1
569	1
580	1
585	1
609	1
619	1
628	1
655	1
657	1
668	1
674	1
704	1
707	1
713	1
725	1
730	1
738	1
753	1
765	1
774	1
776	1
788	1
1	2
37	2
41	2
43	2
50	2
51	2
71	2
91	2
107	2
109	2
114	2
115	2
119	2
121	2
135	2
140	2
142	2
148	2
151	2
153	2
160	2
164	2
165	2
171	2
173	2
174	2
175	2
182	2
200	2
209	2
211	2
220	2
221	2
223	2
224	2
228	2
231	2
233	2
239	2
252	2
254	2
264	2
269	2
274	2
276	2
280	2
281	2
284	2
286	2
295	2
306	2
308	2
312	2
314	2
336	2
338	2
353	2
355	2
357	2
358	2
361	2
364	2
367	2
370	2
387	2
388	2
390	2
393	2
397	2
403	2
414	2
419	2
424	2
428	2
432	2
437	2
447	2
448	2
455	2
457	2
471	2
479	2
486	2
500	2
501	2
503	2
509	2
512	2
513	2
516	2
517	2
520	2
534	2
536	2
558	2
564	2
565	2
566	2
569	2
572	2
577	2
580	2
584	2
589	2
600	2
616	2
619	2
624	2
627	2
628	2
630	2
632	2
638	2
644	2
651	2
652	2
653	2
654	2
660	2
662	2
668	2
674	2
686	2
690	2
693	2
694	2
704	2
707	2
713	2
716	2
719	2
720	2
738	2
745	2
750	2
753	2
755	2
760	2
763	2
767	2
768	2
778	2
787	2
788	2
1	3
2	3
6	3
9	3
13	3
14	3
19	3
21	3
23	3
24	3
25	3
27	3
31	3
32	3
33	3
34	3
35	3
37	3
41	3
43	3
47	3
49	3
50	3
51	3
54	3
55	3
56	3
59	3
61	3
62	3
71	3
72	3
76	3
78	3
80	3
83	3
91	3
93	3
95	3
102	3
109	3
110	3
111	3
113	3
114	3
115	3
119	3
121	3
122	3
124	3
125	3
126	3
127	3
129	3
131	3
132	3
133	3
135	3
137	3
139	3
140	3
141	3
142	3
143	3
148	3
151	3
153	3
158	3
160	3
164	3
165	3
170	3
171	3
173	3
174	3
175	3
179	3
181	3
186	3
188	3
189	3
194	3
200	3
204	3
205	3
207	3
211	3
212	3
218	3
220	3
221	3
222	3
223	3
224	3
225	3
227	3
228	3
230	3
231	3
232	3
233	3
239	3
240	3
245	3
248	3
250	3
251	3
252	3
253	3
257	3
258	3
259	3
261	3
262	3
269	3
273	3
274	3
275	3
276	3
278	3
279	3
280	3
281	3
284	3
285	3
286	3
290	3
291	3
295	3
298	3
300	3
301	3
302	3
304	3
306	3
307	3
312	3
313	3
314	3
318	3
322	3
323	3
325	3
327	3
331	3
334	3
336	3
337	3
338	3
346	3
349	3
353	3
355	3
358	3
359	3
361	3
366	3
367	3
370	3
378	3
379	3
387	3
388	3
389	3
390	3
392	3
393	3
394	3
395	3
397	3
399	3
400	3
403	3
405	3
407	3
411	3
414	3
419	3
422	3
424	3
428	3
429	3
432	3
434	3
435	3
437	3
440	3
443	3
445	3
447	3
448	3
449	3
453	3
455	3
456	3
457	3
459	3
462	3
463	3
464	3
469	3
470	3
471	3
473	3
479	3
482	3
483	3
485	3
486	3
487	3
491	3
494	3
495	3
500	3
501	3
502	3
503	3
509	3
513	3
514	3
517	3
520	3
527	3
529	3
530	3
531	3
534	3
536	3
537	3
541	3
542	3
553	3
558	3
561	3
563	3
565	3
567	3
568	3
569	3
570	3
574	3
577	3
578	3
580	3
582	3
584	3
585	3
586	3
588	3
589	3
590	3
591	3
596	3
598	3
600	3
604	3
609	3
614	3
616	3
619	3
623	3
627	3
628	3
630	3
632	3
633	3
637	3
639	3
643	3
644	3
646	3
647	3
648	3
650	3
651	3
652	3
653	3
654	3
655	3
656	3
660	3
662	3
663	3
667	3
668	3
670	3
674	3
675	3
676	3
677	3
681	3
686	3
688	3
690	3
692	3
693	3
694	3
697	3
698	3
701	3
704	3
707	3
712	3
713	3
716	3
718	3
719	3
721	3
724	3
725	3
730	3
732	3
733	3
734	3
738	3
745	3
746	3
748	3
749	3
750	3
753	3
754	3
755	3
760	3
762	3
765	3
766	3
767	3
770	3
773	3
774	3
776	3
778	3
781	3
783	3
786	3
787	3
788	3
17	4
34	4
43	4
50	4
51	4
64	4
90	4
109	4
114	4
119	4
121	4
139	4
140	4
159	4
165	4
179	4
186	4
212	4
224	4
252	4
257	4
269	4
274	4
275	4
278	4
281	4
284	4
290	4
295	4
327	4
330	4
336	4
353	4
370	4
373	4
393	4
400	4
403	4
411	4
440	4
447	4
449	4
450	4
457	4
459	4
470	4
486	4
500	4
501	4
503	4
509	4
534	4
564	4
565	4
569	4
580	4
619	4
628	4
633	4
650	4
652	4
663	4
668	4
674	4
675	4
693	4
694	4
701	4
716	4
719	4
738	4
741	4
753	4
774	4
776	4
781	4
788	4
1	5
2	5
3	5
9	5
14	5
17	5
19	5
24	5
25	5
28	5
35	5
36	5
41	5
42	5
43	5
47	5
51	5
53	5
55	5
56	5
61	5
71	5
72	5
76	5
80	5
83	5
91	5
107	5
110	5
113	5
114	5
115	5
119	5
121	5
124	5
126	5
127	5
135	5
137	5
139	5
140	5
146	5
148	5
151	5
152	5
153	5
159	5
160	5
161	5
164	5
165	5
171	5
173	5
174	5
175	5
178	5
186	5
188	5
200	5
207	5
209	5
211	5
212	5
220	5
221	5
222	5
223	5
224	5
228	5
231	5
233	5
239	5
245	5
250	5
251	5
252	5
255	5
257	5
259	5
261	5
262	5
269	5
272	5
276	5
278	5
280	5
281	5
285	5
290	5
295	5
301	5
303	5
304	5
306	5
307	5
308	5
311	5
312	5
314	5
325	5
327	5
332	5
334	5
336	5
337	5
346	5
353	5
355	5
358	5
359	5
361	5
367	5
370	5
372	5
373	5
376	5
381	5
387	5
388	5
389	5
390	5
392	5
393	5
399	5
400	5
401	5
402	5
403	5
405	5
406	5
411	5
414	5
416	5
424	5
428	5
432	5
440	5
448	5
449	5
453	5
454	5
455	5
457	5
459	5
461	5
464	5
473	5
477	5
479	5
486	5
491	5
494	5
500	5
501	5
503	5
506	5
517	5
520	5
524	5
525	5
529	5
530	5
534	5
537	5
546	5
553	5
558	5
565	5
566	5
567	5
568	5
569	5
574	5
577	5
578	5
580	5
582	5
584	5
585	5
589	5
600	5
603	5
604	5
609	5
616	5
619	5
627	5
628	5
630	5
632	5
636	5
642	5
643	5
644	5
645	5
646	5
650	5
651	5
652	5
653	5
654	5
656	5
659	5
660	5
663	5
668	5
669	5
670	5
674	5
675	5
676	5
678	5
681	5
686	5
688	5
690	5
692	5
693	5
694	5
701	5
713	5
714	5
716	5
719	5
725	5
729	5
732	5
733	5
738	5
740	5
741	5
745	5
748	5
749	5
750	5
753	5
754	5
755	5
760	5
765	5
766	5
767	5
772	5
773	5
774	5
776	5
778	5
787	5
788	5
2	6
9	6
12	6
14	6
17	6
21	6
25	6
34	6
35	6
37	6
43	6
47	6
50	6
51	6
52	6
55	6
56	6
57	6
59	6
60	6
62	6
67	6
71	6
72	6
77	6
81	6
83	6
90	6
91	6
102	6
104	6
109	6
111	6
113	6
114	6
115	6
119	6
121	6
122	6
124	6
126	6
127	6
130	6
131	6
133	6
134	6
135	6
139	6
140	6
141	6
142	6
144	6
146	6
147	6
148	6
149	6
152	6
153	6
154	6
158	6
161	6
162	6
164	6
165	6
167	6
171	6
173	6
175	6
179	6
186	6
188	6
189	6
190	6
200	6
204	6
207	6
209	6
212	6
218	6
220	6
222	6
223	6
224	6
228	6
230	6
231	6
233	6
234	6
239	6
240	6
248	6
252	6
257	6
259	6
261	6
266	6
268	6
269	6
274	6
275	6
280	6
281	6
284	6
285	6
286	6
288	6
291	6
292	6
294	6
295	6
299	6
301	6
304	6
308	6
311	6
314	6
315	6
318	6
323	6
325	6
327	6
336	6
337	6
346	6
351	6
352	6
353	6
355	6
359	6
366	6
367	6
370	6
372	6
383	6
387	6
388	6
389	6
390	6
391	6
392	6
393	6
396	6
397	6
399	6
400	6
401	6
403	6
405	6
406	6
407	6
411	6
414	6
419	6
424	6
428	6
432	6
437	6
440	6
447	6
448	6
449	6
453	6
457	6
459	6
462	6
464	6
471	6
477	6
479	6
482	6
486	6
490	6
491	6
493	6
494	6
500	6
501	6
503	6
509	6
512	6
513	6
514	6
517	6
518	6
520	6
522	6
528	6
530	6
531	6
534	6
535	6
536	6
537	6
540	6
541	6
545	6
553	6
554	6
558	6
560	6
561	6
564	6
565	6
566	6
567	6
568	6
569	6
570	6
574	6
577	6
578	6
580	6
582	6
584	6
585	6
588	6
589	6
592	6
593	6
600	6
604	6
608	6
609	6
611	6
613	6
616	6
619	6
624	6
627	6
628	6
633	6
634	6
637	6
638	6
639	6
643	6
644	6
648	6
650	6
651	6
652	6
653	6
654	6
655	6
656	6
659	6
660	6
667	6
668	6
669	6
674	6
675	6
676	6
678	6
681	6
686	6
688	6
690	6
692	6
693	6
694	6
696	6
698	6
701	6
704	6
707	6
712	6
716	6
718	6
719	6
720	6
724	6
728	6
730	6
733	6
734	6
735	6
738	6
742	6
745	6
748	6
749	6
750	6
751	6
753	6
755	6
762	6
765	6
767	6
774	6
776	6
778	6
787	6
788	6
119	7
121	7
140	7
165	7
186	7
212	7
261	7
269	7
346	7
397	7
403	7
414	7
417	7
447	7
449	7
455	7
501	7
534	7
619	7
628	7
644	7
738	7
765	7
767	7
776	7
1	8
50	8
83	8
119	8
173	8
212	8
233	8
239	8
262	8
306	8
314	8
337	8
361	8
370	8
374	8
397	8
403	8
444	8
447	8
455	8
486	8
567	8
580	8
600	8
636	8
644	8
651	8
660	8
668	8
676	8
693	8
704	8
767	8
1	9
2	9
6	9
9	9
13	9
14	9
15	9
17	9
19	9
21	9
22	9
23	9
24	9
25	9
27	9
28	9
31	9
32	9
34	9
35	9
36	9
37	9
41	9
42	9
43	9
45	9
46	9
47	9
50	9
55	9
56	9
59	9
60	9
61	9
62	9
63	9
66	9
67	9
71	9
72	9
74	9
76	9
77	9
79	9
83	9
88	9
91	9
100	9
101	9
109	9
111	9
113	9
114	9
115	9
119	9
121	9
124	9
126	9
127	9
132	9
133	9
135	9
137	9
139	9
140	9
142	9
143	9
144	9
145	9
146	9
148	9
149	9
152	9
153	9
154	9
158	9
159	9
160	9
164	9
165	9
171	9
173	9
174	9
175	9
179	9
186	9
188	9
189	9
190	9
197	9
200	9
203	9
204	9
207	9
208	9
209	9
211	9
212	9
217	9
218	9
220	9
221	9
222	9
223	9
224	9
227	9
228	9
230	9
231	9
233	9
237	9
239	9
248	9
250	9
251	9
252	9
253	9
254	9
255	9
256	9
257	9
259	9
261	9
262	9
267	9
269	9
273	9
274	9
275	9
276	9
278	9
280	9
281	9
282	9
284	9
285	9
286	9
287	9
291	9
292	9
294	9
295	9
299	9
301	9
304	9
306	9
307	9
308	9
309	9
310	9
311	9
312	9
314	9
316	9
318	9
319	9
320	9
321	9
322	9
325	9
326	9
327	9
334	9
335	9
336	9
337	9
338	9
345	9
346	9
349	9
351	9
353	9
355	9
357	9
358	9
359	9
361	9
362	9
366	9
367	9
368	9
370	9
372	9
373	9
374	9
379	9
381	9
383	9
386	9
387	9
388	9
389	9
390	9
392	9
393	9
396	9
397	9
399	9
400	9
403	9
405	9
406	9
407	9
408	9
409	9
411	9
412	9
414	9
416	9
417	9
421	9
424	9
425	9
427	9
428	9
432	9
437	9
438	9
440	9
443	9
447	9
448	9
449	9
455	9
456	9
457	9
459	9
461	9
462	9
464	9
465	9
467	9
470	9
471	9
474	9
477	9
478	9
479	9
482	9
483	9
486	9
490	9
491	9
494	9
500	9
501	9
502	9
503	9
505	9
506	9
512	9
513	9
514	9
516	9
517	9
520	9
525	9
526	9
530	9
531	9
534	9
537	9
540	9
545	9
548	9
550	9
553	9
558	9
560	9
561	9
564	9
565	9
566	9
567	9
568	9
569	9
570	9
574	9
577	9
578	9
580	9
582	9
584	9
585	9
588	9
589	9
591	9
593	9
596	9
598	9
600	9
602	9
603	9
604	9
608	9
609	9
614	9
615	9
616	9
619	9
624	9
627	9
628	9
630	9
631	9
632	9
633	9
634	9
636	9
640	9
642	9
643	9
644	9
646	9
650	9
651	9
653	9
654	9
655	9
